map_id,position_timestamp,tag_x,tag_y,cov_xx,cov_xy,cov_yx,cov_yy,true_map_id,682c66de8cde618ce1270230_total_anchors,682c66de8cde618ce1270230_anchors_used,682c66de8cde618ce1270230_anchors_hearing,682c66de8cde618ce1270230_avg_rssi,682c66de8cde618ce1270230_max_rssi,682c66de8cde618ce1270230_min_rssi,682c66de8cde618ce1270230_rssi_std,682c66de8cde618ce1270230_rssi_range,682c66f08cde618ce127025e_total_anchors,682c66f08cde618ce127025e_anchors_used,682c66f08cde618ce127025e_anchors_hearing,682c66f08cde618ce127025e_avg_rssi,682c66f08cde618ce127025e_max_rssi,682c66f08cde618ce127025e_min_rssi,682c66f08cde618ce127025e_rssi_std,682c66f08cde618ce127025e_rssi_range
682c66f08cde618ce127025e,1753354662757,38.36,38.77,0.3314987087963397,0.07014511958600933,0.07014511958600933,0.08456260757021088,682c66de8cde618ce1270230,7,6,7,-102.61428571428571,-99.64,-106.16,2.454138390167768,6.519999999999996,2,0,2,-103.03,-100.52,-105.54,3.549676041556476,5.02000000000001
682c66f08cde618ce127025e,1753354663946,38.36,38.73,0.5355575143137371,0.08420004617277173,0.08420004617277173,0.12892942416791983,682c66de8cde618ce1270230,6,4,6,-101.95166666666667,-99.33,-105.86,2.270307614986716,6.530000000000001,0,0,0,,,,,
682c66f08cde618ce127025e,1753354664357,38.35,38.72,0.12900440091580562,-0.04895664715433009,-0.04895664715433009,0.2427262767360239,682c66de8cde618ce1270230,8,7,8,-103.27125000000001,-97.3,-111.69,4.531853728253562,14.39,1,0,1,-106.7,-106.7,-106.7,0,0.0
682c66f08cde618ce127025e,1753354666025,38.33,38.71,0.2341760290853172,-0.03031886689116059,-0.03031886689116059,0.3199694598491848,682c66de8cde618ce1270230,7,5,7,-102.56714285714285,-98.15,-109.0,3.6628482282039947,10.849999999999994,3,0,3,-105.23333333333333,-100.49,-109.0,4.338252336290888,8.510000000000005
682c66f08cde618ce127025e,1753354666766,38.31,38.72,0.26279224609267,0.017372227400527157,0.017372227400527157,0.06154427551711836,682c66de8cde618ce1270230,8,7,8,-102.85375,-100.62,-106.5,2.5277202461619708,5.8799999999999955,3,0,3,-104.12,-100.64,-106.64,3.113069225057483,6.0
682c66f08cde618ce127025e,1753354667701,38.29,38.7,0.15125164454928722,-0.22874214069407767,-0.22874214069407767,1.622278151905189,682c66de8cde618ce1270230,8,0,8,-103.38625,-100.3,-107.84,2.983832327250119,7.540000000000006,3,3,3,-104.38,-100.3,-107.02,3.5839642855363376,6.719999999999999
682c66f08cde618ce127025e,1753354668244,38.28,38.69,0.14384225318309088,-0.1484980148348727,-0.1484980148348727,1.177859733064472,682c66de8cde618ce1270230,8,0,8,-103.38625,-100.3,-107.84,2.983832327250119,7.540000000000006,3,3,3,-104.38,-100.3,-107.02,3.5839642855363376,6.719999999999999
682c66f08cde618ce127025e,1753354669024,38.29,38.68,0.11610040875967623,0.009250690621882475,0.009250690621882475,0.4289240677889007,682c66de8cde618ce1270230,8,5,8,-103.38625,-100.3,-107.84,2.983832327250119,7.540000000000006,3,0,3,-104.38,-100.3,-107.02,3.5839642855363376,6.719999999999999
682c66f08cde618ce127025e,1753354669649,38.26,38.67,0.20349658960204192,0.19092546057702117,0.19092546057702117,0.5814448092735135,682c66de8cde618ce1270230,6,4,6,-102.14166666666667,-98.97,-106.69,2.6253488657065494,7.719999999999999,2,0,2,-102.83,-98.97,-106.69,5.458864350760146,7.719999999999999
682c66f08cde618ce127025e,1753354670235,38.24,38.66,0.16379865692905685,-0.2781646211521719,-0.2781646211521719,1.0411768891557238,682c66de8cde618ce1270230,7,0,7,-103.61857142857143,-100.31,-107.29,3.1336955211136286,6.980000000000004,4,4,4,-104.84,-100.31,-107.02,3.1320387396497265,6.709999999999994
682c66f08cde618ce127025e,1753354671988,38.23,38.64,0.15842313135373848,0.020482193340601994,0.020482193340601994,0.6522898077640876,682c66de8cde618ce1270230,7,5,7,-102.9342857142857,-97.85,-107.82,3.4895838201847567,9.969999999999999,3,0,3,-105.41,-101.06,-107.82,3.7745330837071704,6.759999999999991
682c66f08cde618ce127025e,1753354672345,38.23,38.62,0.12507796206045593,-0.05234779354835082,-0.05234779354835082,0.24719216697327007,682c66de8cde618ce1270230,8,6,8,-102.17375,-98.05,-105.85,2.662624577903754,7.799999999999997,3,0,3,-103.63333333333334,-100.53,-105.84,2.766230889375169,5.310000000000002
682c66f08cde618ce127025e,1753354672552,38.22,38.61,0.12604392325202143,-0.05234341752024284,-0.05234341752024284,0.24687134982429423,682c66de8cde618ce1270230,8,6,8,-103.4975,-98.31,-108.09,3.1482818443443996,9.780000000000001,3,0,3,-105.63333333333334,-102.02,-108.09,3.196034000653523,6.070000000000007
682c66f08cde618ce127025e,1753354674468,38.21,38.59,0.25316631634835435,0.1273263799933972,0.1273263799933972,0.3298819784192627,682c66de8cde618ce1270230,9,5,9,-102.64555555555556,-100.07,-106.18,2.040527573393161,6.110000000000014,3,0,3,-103.58333333333333,-100.87,-106.55,2.8484615730834975,5.679999999999993
682c66f08cde618ce127025e,1753354676244,38.2,38.58,0.13017591500202993,-0.05015181360377886,-0.05015181360377886,0.5424346681884804,682c66de8cde618ce1270230,9,6,9,-104.20444444444445,-98.02,-118.21,6.033177253966418,20.189999999999998,3,0,3,-104.28999999999999,-100.21,-106.82,3.5671977797705603,6.609999999999999
